0,206.849
1,208.478
2,207.851
3,206.804
4,206.52999999999997
5,206.63400000000001
6,206.652
7,206.623
8,206.695
9,206.958
10,207.08100000000002
11,207.3
12,206.80200000000002
13,206.745
14,207.71800000000002
15,206.881
16,207.191
17,206.79399999999998
18,206.69600000000003
19,207.095
20,206.814
21,207.07
22,206.753
23,207.265
24,206.913
25,206.762
26,206.82600000000002
27,206.963
28,206.945
29,206.679
30,207.35600000000002
31,206.687
32,208.811
33,206.74800000000002
34,207.137
35,206.748
36,206.719
37,207.164
38,207.007
39,206.822
40,206.808
41,206.942
42,206.916
43,206.832
44,206.846
45,206.637
46,206.839
47,206.956
48,207.287
49,207.591
50,207.091
51,207.451
52,207.25900000000001
53,207.28199999999998
54,206.896
55,207.19400000000002
56,206.963
57,206.843
58,208.026
59,207.179
60,207.3
61,207.24400000000003
62,206.707
63,206.93099999999998
64,207.59199999999998
65,207.00300000000001
66,207.281
67,207.148
68,207.064
69,207.64300000000003
70,207.01600000000002
71,207.483
72,207.243
73,207.165
74,207.33999999999997
75,206.897
76,208.302
77,207.215
78,207.102
79,207.612
80,207.133
81,207.398
82,207.45600000000002
83,207.618
84,207.213
85,207.248
86,207.302
87,207.741
88,207.893
89,207.09699999999998
90,207.11700000000002
91,207.11200000000002
92,208.72199999999998
93,207.786
94,207.182
95,207.33
96,207.64800000000002
97,207.57500000000002
98,207.167
99,207.62
100,206.919
101,207.587
102,207.586
103,207.436
104,208.35999999999999
105,207.78199999999998
106,207.30599999999998
107,207.642
108,207.23700000000002
109,207.64499999999998
110,207.799
111,207.809
112,207.813
113,207.40800000000002
114,207.685
115,207.51999999999998
116,207.411
117,207.85
118,206.914
119,207.474
120,207.45000000000002
121,207.36
122,207.46800000000002
123,207.503
124,207.54500000000002
125,207.63600000000002
126,208.589
127,208.013
128,207.569
129,207.871
130,207.35500000000002
131,207.477
132,207.25799999999998
133,207.36599999999999
134,207.732
135,207.523
136,207.00900000000001
137,208.36
138,207.291
139,207.63299999999998
140,207.74099999999999
141,207.99699999999999
142,207.541
143,207.405
144,207.535
145,207.191
146,207.425
147,207.535
148,207.836
149,207.697
150,207.621
151,207.868
152,206.934
153,207.368
154,207.959
155,207.462
156,207.67
